timestamp_iso,benchmark_label,input_lfr_rel,lfr_file_stem,success,overall_score,sec_compile_lfr_s,sec_flatten_variant_outputs_s,sec_lfr_to_mint_cumulative_s,sec_lfr_to_unplaced_json_cumulative_s,sec_unplaced_json_to_pr_s,sec_wall_total_s,pr_json_path
2026-05-06T20:00:31+00:00,Protocols/MARS/ligation.lfr,Protocols/MARS/ligation.lfr,ligation,1,0.691780,0.478124,0.001467,0.479591,0.479628,0.005049,0.484677,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Protocols/MARS/ligation/ligation_fromLFR_PR.json
2026-05-06T20:00:32+00:00,Protocols/MARS/pcr.lfr,Protocols/MARS/pcr.lfr,pcr,1,0.680969,0.177532,0.001358,0.178890,0.178910,0.000889,0.179799,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Protocols/MARS/pcr/pcr_fromLFR_PR.json
2026-05-06T20:00:33+00:00,Protocols/MARS/transformation.lfr,Protocols/MARS/transformation.lfr,transformation,1,0.689036,0.297105,0.006729,0.303834,0.303867,0.003064,0.306931,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Protocols/MARS/transformation/transformation_fromLFR_PR.json
2026-05-06T20:00:34+00:00,Protocols/directed_evolution.lfr,Protocols/directed_evolution.lfr,directed_evolution,1,0.684587,0.304568,0.001426,0.305994,0.306016,0.002343,0.308359,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Protocols/directed_evolution/directed_evolution_fromLFR_PR.json
2026-05-06T20:00:35+00:00,Ryuichi's designs/MFD005chip.lfr,Ryuichi's designs/MFD005chip.lfr,MFD005chip,1,0.676472,0.257273,0.001413,0.258686,0.258708,0.001124,0.259833,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/MFD005chip/MFD005chip_fromLFR_PR.json
2026-05-06T20:00:37+00:00,Ryuichi's designs/chemostat_chip.lfr,Ryuichi's designs/chemostat_chip.lfr,chemostat_chip,1,0.693724,0.928736,0.001723,0.930459,0.930483,0.011578,0.942061,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/chemostat_chip/chemostat_chip_fromLFR_PR.json
2026-05-06T20:00:39+00:00,Ryuichi's designs/dnasynthesizer.lfr,Ryuichi's designs/dnasynthesizer.lfr,dnasynthesizer,1,0.695206,0.633709,0.001427,0.635137,0.635158,0.008089,0.643247,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/dnasynthesizer/dnasynthesizer_fromLFR_PR.json
2026-05-06T20:00:40+00:00,Ryuichi's designs/genetic_clock_testing_tool.lfr,Ryuichi's designs/genetic_clock_testing_tool.lfr,genetic_clock_testing_tool,1,0.667580,0.196131,0.001381,0.197512,0.197533,0.001480,0.199013,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/genetic_clock_testing_tool/genetic_clock_testing_tool_fromLFR_PR.json
2026-05-06T20:00:41+00:00,Ryuichi's designs/glycoform.lfr,Ryuichi's designs/glycoform.lfr,glycoform,1,0.700064,0.184388,0.001367,0.185756,0.185776,0.001451,0.187227,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/glycoform/glycoform_fromLFR_PR.json
2026-05-06T20:00:42+00:00,Ryuichi's designs/gradient.lfr,Ryuichi's designs/gradient.lfr,gradient,1,0.694513,0.574509,0.001672,0.576180,0.576212,0.010434,0.586646,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/gradient/gradient_fromLFR_PR.json
2026-05-06T20:00:43+00:00,Ryuichi's designs/incubator.lfr,Ryuichi's designs/incubator.lfr,incubator,1,0.400565,0.325557,0.001485,0.327042,0.327067,0.001151,0.328217,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/incubator/incubator_fromLFR_PR.json
2026-05-06T20:00:45+00:00,Ryuichi's designs/inlet16.lfr,Ryuichi's designs/inlet16.lfr,inlet16,1,0.695163,0.426849,0.001487,0.428336,0.428359,0.006023,0.434382,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/inlet16/inlet16_fromLFR_PR.json
2026-05-06T20:00:46+00:00,Ryuichi's designs/kinetics.lfr,Ryuichi's designs/kinetics.lfr,kinetics,1,0.684223,0.198048,0.001506,0.199553,0.199577,0.001353,0.200930,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/kinetics/kinetics_fromLFR_PR.json
2026-05-06T20:00:47+00:00,Ryuichi's designs/microalgal_bioassay.lfr,Ryuichi's designs/microalgal_bioassay.lfr,microalgal_bioassay,1,0.690900,0.275274,0.001569,0.276843,0.276929,0.003046,0.279975,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/microalgal_bioassay/microalgal_fromLFR_PR.json
2026-05-06T20:00:48+00:00,Ryuichi's designs/microdroplet.lfr,Ryuichi's designs/microdroplet.lfr,microdroplet,1,0.691438,0.368287,0.001427,0.369714,0.369738,0.002227,0.371965,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/microdroplet/microdroplet_fromLFR_PR.json
2026-05-06T20:00:49+00:00,Ryuichi's designs/microreactor.lfr,Ryuichi's designs/microreactor.lfr,microreactor,1,0.685815,0.265164,0.001514,0.266678,0.266702,0.002025,0.268727,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/microreactor/microreactor_fromLFR_PR.json
2026-05-06T20:00:51+00:00,Ryuichi's designs/mux96chambers.lfr,Ryuichi's designs/mux96chambers.lfr,mux96chambers,1,0.700073,1.183766,0.001451,1.185217,1.185245,0.008205,1.193450,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/mux96chambers/mux96chambers_fromLFR_PR.json
2026-05-06T20:00:53+00:00,Ryuichi's designs/nine_to_one_mux.lfr,Ryuichi's designs/nine_to_one_mux.lfr,nine_to_one_mux,1,0.698239,0.398356,0.001995,0.400352,0.400386,0.005985,0.406372,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/nine_to_one_mux/nine_to_one_mux_fromLFR_PR.json
2026-05-06T20:00:54+00:00,Ryuichi's designs/olfactory.lfr,Ryuichi's designs/olfactory.lfr,olfactory,1,0.696720,0.264201,0.001667,0.265868,0.265897,0.002052,0.267950,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/olfactory/olfactory_fromLFR_PR.json
2026-05-06T20:00:55+00:00,Ryuichi's designs/rootchip.lfr,Ryuichi's designs/rootchip.lfr,rootchip,1,0.400051,0.276947,0.001372,0.278319,0.278340,0.000892,0.279233,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/rootchip/rootchip_fromLFR_PR.json
2026-05-06T20:00:56+00:00,Ryuichi's designs/seeding.lfr,Ryuichi's designs/seeding.lfr,seeding,1,0.687806,0.322367,0.001388,0.323755,0.323776,0.001448,0.325224,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Ryuichi's designs/seeding/seeding_fromLFR_PR.json
2026-05-06T20:00:57+00:00,TechnologyMapping/cycle.lfr,TechnologyMapping/cycle.lfr,cycle,1,0.400558,0.178763,0.001331,0.180094,0.180115,0.000675,0.180790,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/TechnologyMapping/cycle/cycle_fromLFR_PR.json
2026-05-06T20:00:58+00:00,TechnologyMapping/instance_mapping.lfr,TechnologyMapping/instance_mapping.lfr,instance_mapping,1,0.672391,0.187173,0.001443,0.188615,0.188677,0.000837,0.189514,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/TechnologyMapping/instance_mapping/full_system_fromLFR_PR.json
2026-05-06T20:00:59+00:00,TechnologyMapping/n_g_m_map.lfr,TechnologyMapping/n_g_m_map.lfr,n_g_m_map,1,0.690788,0.208795,0.001393,0.210188,0.210210,0.001767,0.211977,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/TechnologyMapping/n_g_m_map/n_g_m_map_fromLFR_PR.json
2026-05-06T20:01:00+00:00,TechnologyMapping/n_l_m_map.lfr,TechnologyMapping/n_l_m_map.lfr,n_l_m_map,1,0.690936,0.218099,0.001371,0.219470,0.219491,0.001754,0.221244,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/TechnologyMapping/n_l_m_map/n_l_m_map_fromLFR_PR.json
2026-05-06T20:01:01+00:00,TechnologyMapping/one_to_one_mapping.lfr,TechnologyMapping/one_to_one_mapping.lfr,one_to_one_mapping,1,0.672391,0.182205,0.001607,0.183812,0.183836,0.001271,0.185108,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/TechnologyMapping/one_to_one_mapping/one_to_one_mapping_fromLFR_PR.json
2026-05-06T20:01:02+00:00,TechnologyMapping/tree_bus.lfr,TechnologyMapping/tree_bus.lfr,tree_bus,1,0.690044,0.226908,0.001401,0.228309,0.228331,0.002822,0.231154,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/TechnologyMapping/tree_bus/tree_bus_fromLFR_PR.json
2026-05-06T20:01:03+00:00,TechnologyMapping/tree_fanin_mapping.lfr,TechnologyMapping/tree_fanin_mapping.lfr,tree_fanin_mapping,1,0.697444,0.248478,0.002473,0.250951,0.251176,0.004508,0.255684,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/TechnologyMapping/tree_fanin_mapping/tree_fanin_fromLFR_PR.json
